TITLE,TAG
"SC reserves ruling on review pleas by Punjab, mentally ill death row convicts
",Pakistan 
"Ministry challenges PAC power to take suo motu notice of LNG issue
",Newspaper 
"Bilawal ‘re-elected’ PPP chairman for four years
",Pakistan 
"Steps being taken to increase trade with Afghanistan: PM aide
",Pakistan 
"20.76m lost livelihood due to lockdowns: survey
",Pakistan 
"PM briefed on urban development projects
",Newspaper 
"Circular debt rose to Rs2.306tr in November
",Newspaper 
"ECP panel auditing PTI’s foreign funding set to meet next week
",Pakistan 
"Pakistan welcomes easing of Gulf crisis over Qatar
",Newspaper 
"Two minor girls set ablaze over marriage row in Muzaffargarh
",Pakistan 
"Massive shows in Lahore in solidarity with Hazaras
",Pakistan 
"PMTA works out Rs1.9bn annual electricity cost for Orange Line
",Pakistan 
"Seven terrorists held in Khushab with arms, explosives
",Pakistan 
"Number of coronavirus cases on decline in KP
",Pakistan 
"PA panel clears proposed law on domestic violence
",Pakistan 
"Organisers of PDM’s Bannu rally booked
",Pakistan 
"Misbah welcomes criticism after difficult NZ tour
",Newspaper 
"CP, KP renew rivalry at start of Pakistan Cup action
",Newspaper 
"England women to make historic Pakistan trip for ODI, T20 series
",Newspaper 
"Modest but brutal Jamieson toast of high-flying NZ side
",Newspaper 
"India players allegedly suffer racial abuse from crowd in Sydney Test: report
",Sports
"Pakistan rejects India's 'malicious' statement linking Let leader's conviction with FATF
",World
"Ertugrul's Celal Al can't get enough of Islamabad
",Pakistan 
"India detains Chinese soldier at flashpoint border
",World
"Indonesian plane feared to have crashed with 62 aboard
",World
"We’re so here for Ushna Shah schooling a fat-shaming troll
",Pakistan 
"PM Imran visits Quetta, meets families of slain Hazara miners
",Pakistan 
"The Hazara community needs your shoulder to cry on: Momina Mustehsan appeals to PM Imran Khan
",Pakistan 
"North Korea's Kim calls US 'our biggest enemy' in challenge to Biden
",World
"Twitter rejoices as Donald Trump gets banned from the app permanently
",World
"Labuschagne, Smith steer Australia to ominous lead over India
",Sports
"Slain miners laid to rest in Quetta's Hazara Town
",Pakistan 
"Fire breaks out at cylinder warehouse in Karachi's SITE area, several injured
",Pakistan 
"HBO film seeks a look behind Tiger Woods’ public persona
",World
"Five policemen involved in killing of Islamabad youth sacked
",Pakistan 
"Editorial: Changing the IGP Islamabad is a lame attempt at covering up the alleged murder of Usama Satti
",Pakistan 
"Indian farmers and their right to protest
",World
"How Prime Minister Imran's handling of the Quetta sit-in went very wrong
",Pakistan 
"Five-member gang held for hacking, selling citizens’ data
",Pakistan 
"Another accused held in shrine attack case
",Pakistan 
"Increase in retirement age can save Rs140 billion in 10 years: KP govt
",Pakistan 
"Post-arrest bail plea of man in child pornographic content case dismissed by IHC
",Pakistan 
"Pindi records over 450 active patients
",Pakistan 
"Three wanted in gang-rape case arrested in Sheikhupura
",Pakistan 
"Nawaz asks party workers to be part of protest
",Pakistan 
"Shujaat advises govt to defer uplift plans, focus on poverty alleviation
",Pakistan 
"All roads to, from Lahore blocked as pro-Hazara protests intensify
",Pakistan 
"Slain Afghan Taliban leader’s Rs40.5m assets recovered by court
",Pakistan 
"Naqvi resigns as Sindh Assembly opposition leader
",Pakistan 
"Six bikes torched as protesters, commuters clash on Sharea Faisal
",Pakistan 
"South Korean court asks Japan to compensate former comfort women
",Newspaper 
"Trump won’t attend ceremony; Biden happy
",Newspaper 
"Five nations call upon Iran to ‘deliver justice’ on downed plane
",Newspaper 
"Khamenei bans import of vaccines from US, UK
",Newspaper 
"UAE to reopen borders to Qatar today
",Newspaper 
"Top three men, women to quarantine in Adelaide ahead of Australian Open
",Newspaper 
"Tokyo Olympics ‘safe and secure’ despite virus emergency: organisers
",Newspaper 
"KP, SP chase down 300-plus targets in Pakistan Cup
",Newspaper 
"PCB announces PSL 2021 schedule
",Newspaper 
"Uncapped Dupavillon, Baartman named in SA Test squad for Pakistan tour
",Newspaper 
"Upward drive continues on stock market
",Newspaper 
"IMF cuts China growth forecast to 7.9pc
",Newspaper 
"Committee tasked to simplify tax return forms
",Newspaper 
"Moratorium lifted on industrial gas connections in Balochistan
",Newspaper 
"SBP chief strikes optimistic note at banking awards
",Newspaper 
"New price monitoring mechanism introduced
",Newspaper 
"Pakistan’s exports to US show 10.9pc increase
",Newspaper 
"PM launches Special Technology Zones Authority
",Pakistan 
"Army chief honoured with Bahrain Order award
",Pakistan 
"Reference to disqualify PTM MNA Ali Wazir lands in ECP
",Pakistan 
"2020 ties with 2016 as hottest year on record: EU body
",Newspaper 
"Imran decided against visiting  Quetta upon aides’ advice
",Pakistan 
"Remittances over $2bn for 7th month running
",Newspaper 
"Treasury, opposition exchange salvos in Senate
",Pakistan 
"Quetta deadlock ends as protesters assured of PM’s visit
",Pakistan 
"Twitter bans Trump, citing risk of violent incitement
",World
"India backing IS to spread unrest in Pakistan: PM Imran on Hazara killings
",Pakistan 
"'Great gift': 52 modern fire tenders arranged by federal govt arrive in Karachi
",Pakistan 
"Australia cricket board apologises after Indian players complain of racist abuse
",Sports
"'The fault in our taars': Pakistanis' humour lights up Twitter as country faces massive power breakdown
",Pakistan 
"Squelched by Twitter, Trump seeks new online megaphone
",World
"Smokers' Corner: Nawaz vs Zardari — is a clash brewing within the PDM?
",Pakistan 
"What is needed to tackle extremism and protect diversity in Pakistan?
",Pakistan 
"Day after plane with 62 on board crashed, Indonesian divers find wreckage in Java Sea
",World
"10 babies killed in India hospital fire
",Newspaper 
"US charges three Sri Lankans over 2019 Easter attacks
",Newspaper 
"Snow blizzard kills four, brings much of Spain to a standstill
",Newspaper 
"Qatar-Saudi border reopens after thaw
",Newspaper 
"Asma group bags Lahore bar president’s slot
",Pakistan 
"Swathes of land for Ravi riverfront project notified
",Pakistan 
"Three held for rape, blackmail in Bahawalnagar
",Pakistan 
"Energy scrips fuel index rally amid circular debt talks
",Newspaper 
"Comprehensive policy shift planned to overhaul textile, apparel value chain
",Newspaper 
"Saudi Arabia’s crude U-turn
",Newspaper 
"Services export jumps 13pc in November
",Newspaper 
"China enacts rules to counter foreign laws
",Newspaper 
"Divergent views over Imran’s Quetta visit stance
",Pakistan 
"Punjab, KP support open ballot for Senate polls
",Pakistan 
"Members of UAE’s royal family arrive in Panjgur to hunt houbara bustards
",Pakistan 
"Kashmir not just a territorial dispute, Pakistan tells world
",Newspaper 
"Sugar sector stakeholders at loggerheads over cane price
",Newspaper 
"PML-N to take part in Senate polls, by-elections
",Pakistan 
"Karachi's mercury plunges to 5.8˚C
",Pakistan 
"Labour union lawyer asked to argue on plea seeking permission to sack over 50pc Steel Mill workers
",Pakistan 
"Seven hurt as fire destroys SITE chemical factory
",Pakistan 
"KBBC, Karsaz Mumbas win matches at Commissioner Cup
",Newspaper 
"HBL PSL releases teams’ retention list; draft to be held today
",Newspaper 
"Excited to be back playing international cricket: Javeria
",Newspaper 
"Depleted West Indies face multiple tests on Bangladesh tour
",Newspaper 
"Non-league Chorley shock Covid-hit Derby in FA Cup
",Newspaper 
"Call for steps to curtail tobacco lobby’s influence on legislative bodies
",Pakistan 
"New IGP assures Osama’s family of justice
",Pakistan 
"Justice Qaiser takes oath as PHC chief justice
",Pakistan 
"Roof collapse injures 26  in Swat
",Pakistan 
"Hospital admissions under free health initiative surge in Malakand, Hazara
",Pakistan 
"Isolated Trump threatened with second impeachment
",Newspaper 
"Govt optimistic of getting Covid vaccine soon
",Pakistan 
"Power restored in most parts of the country after major breakdown
",Pakistan 
"Under-fire Misbah blames Covid-19 protocols, injuries for New Zealand flop
",Sports
"Trump faces 'incitement of insurrection' impeachment charge
",World
"PM Imran launches Pakistan's first instant digital payment system to boost formal economy
",Pakistan 
"Anushka Sharma and Virat Kohli just had a baby girl
",World
"Kangana Ranaut thinks Tapsee Pannu is impersonating her
",World
"India hands back Chinese soldier detained in Ladakh
",World
"Saudi crown prince launches zero-carbon city in Neom business zone
",World
"Ertugrul's Celal Al continues to win hearts, this time by donating blood at Children's Hospital Karachi
",Pakistan 
"'Good news' soon for markets about restarting IMF programme: SBP governor
",Business
"Oil prices fall on renewed coronavirus concerns as China cases climb
",World
"Senior Afghan politician to arrive in Pakistan today for three-day visit
",World
"Defiant India stand firm for fighting draw in third Australia Test
",Sports
"This is the year I am switching gears, says Sheheryar Munawar in tell-all interview
",Pakistan 
"Covid health consequences correspond with personal decisions, warns Asad Umar
",Pakistan 
"Prince Harry and Meghan quit social media due to 'sexism and racism' of trolls
",World
"Shoaib Malik unhurt after car accident in Lahore
",Pakistan 
"Investments were destined to doom in 2020, but what happened was the exact opposite
",Business
"Is the govt declaring a premature victory when it comes to the economy?
",Business
"Closure of China border brings economic woes for GB people
",Pakistan 
"Has statist nationalism found representation within the civilian domain with PTI's rise?
",Pakistan 
"2021 will present risks and opportunities. But global leadership will continue to be in short supply
",World
"Editorial: By his thoughtless words, the PM rubbed salt into the Hazaras’ wounds
",Pakistan 
"Black boxes of Indonesian jet located
",Newspaper 
"US ends curbs on official contacts with Taiwan
",Newspaper 
"Britain races to vaccine target, Germany warns hardest days ahead
",Newspaper 
"US diplomats lodge extraordinary protest against Trump
",Newspaper 
"Broadsheet LLC's owner says didn’t want to be part of witch-hunt
",World
"Drive against polio begins as Covid cases cross 500,000 mark
",Pakistan 
"Special Technology Zones Authority to boost IT sector: officials
",Pakistan 
"PDM leaders vow to continue struggle till govt’s ouster
",Pakistan 
"$600m WB loan sought for hybrid social protection scheme
",Newspaper 
"July-Dec tax receipts surpass Rs2,205bn, PM told
",Newspaper 
"Couple wounded in Indian shelling
",Pakistan 
"Five injured in Turbat grenade attack
",Pakistan 
"Govt telling lies to cover up power sector failures: opposition
",Pakistan 
"Pakistan holds India responsible for delay in Mumbai case
",Newspaper 
"Failure of safeguards pinpointed as cause of outage
",Newspaper 
"Sindh's wind power projects fall victim to federal govt's 'indifference'
",Business
"Recovery: the missing synergies
",Newspaper 
"Putting Sindh in industrial gear
",Newspaper 
"Larkana’s rice history and woes
",Newspaper 
"Complexity of inflation management
",Newspaper 
"View from the courtroom: KP domestic violence bill a diluted version of previous drafts
",Pakistan 
"Rapid testing enables KP health dept to boost surveillance of Covid patients
",Pakistan 
"PTV MD’s suspension garners controversy
",Pakistan 
"Capital’s 9,000 healthcare workers register for Covid-19 vaccination
",Pakistan 
"Coronavirus: Pakistan’s efforts to procure vaccine will cover just 20pc population
",Pakistan 
"Growing gun culture in bar politics
",Pakistan 
"Several cities await power supply as restoration efforts continue
",Pakistan 
"Northern rout CP as Sindh, Balochistan seal first wins
",Newspaper 
"‘England can cope with tough SL conditions’
",Newspaper 
"Quetta sign up Gayle, Lynn joins Multan for PSL VI
",Newspaper 
"Minister pledges relief to families affected by anti-encroachment drive
",Pakistan 
"Sindh demands setting up of commission to probe power outage
",Pakistan 
"Chairman moves to empower PAC to penalise secretaries
",Newspaper 
"Ex-journalist among three killed in Kabul blast
",Newspaper 
"'We can’t see your private messages': WhatsApp seeks to reassure users after new policy sparks exodus
",World
"Ireland to lay bare scandal of baby deaths at church-run homes
",World
"9 suspects arrested after rape, murder of minor girl in Khairpur
",Pakistan 
"How Israel is using social media to woo the Middle East
",World
"Former model Frieha Altaf is the latest target of WhatsApp hackers
",Pakistan 
"7 armed men arrested outside Lahore sessions court, large cache of weapons recovered
",Pakistan 
